gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
89211.41874805138,0,0.9988123148173667,0.4758232404928474,0.29870382882264235,89211.41874805138-0,-11.773289485304815,31.62650904951714,188.97376466237904,20.392221280291523,14.202028300991644,-20.496233476802963,-0.151267211507788,0.08194344041381557,0.9850906066427625,,,,,,
89211.41973505139,0,0.9993708175838499,0.4829487266403462,0.37899206371650807,89211.41973505139-1,-9.18676626584255,16.894079902329253,181.42549192185456,-38.127396233431355,8.800025703062884,-29.080657528214502,0.1361013175378601,0.038064528725764324,0.9899633947865674,,,,,,
89211.42672105138,0,0.9994405074647674,0.4751933451583043,0.29751028789446365,89211.42672105138-0,-11.959650162823365,31.832115987663663,188.92785576530113,20.392221280291523,14.202028300991644,-20.496233476802963,-0.15214362414206478,0.08291036391230222,0.9848747073556354,,,,,,
89211.42784605139,0,0.9995533683917072,0.4824865457197996,0.37698186425364566,89211.42784605139-1,-9.319046341634206,17.228092486336436,181.43052839644088,-38.127396233431355,8.800025703062884,-29.080657528214502,0.1354792338921546,0.03963531529152037,0.9899870802014223,,,,,,
89211.43471005138,1,0.9992300063025059,0.4752535943326808,0.2986296033621879,89211.43471005138-0,-11.94098180395708,31.636899403677305,188.94708100361154,20.392221280291523,14.202028300991644,-20.496233476802963,-0.1520558310207396,0.08199230392827489,0.9849651193565822,,,,,,
89211.43569705138,1,0.9791258329054205,0.4825037060462001,0.3763803056312033,89211.43569705138-1,-9.314438165856558,17.327290252757038,181.42590279542975,-38.127396233431355,8.800025703062884,-29.080657528214502,0.13550090511339222,0.04010182022668507,0.9899653270332042,,,,,,
89211.44274905138,1,0.9989640300188041,0.4747712540759242,0.2978814183205357,89211.44274905138-0,-12.08353390001519,31.76538067230033,188.914288492716,20.392221280291523,14.202028300991644,-20.496233476802963,-0.1527262216830375,0.08259652263250195,0.9848109035035318,,,,,,
89211.44370705138,1,0.9993184565542828,0.4831520168692219,0.3768170798646011,89211.44370705138-1,-9.129951237129546,17.251941599802606,181.4036079976372,-38.127396233431355,8.800025703062884,-29.080657528214502,0.13636850592568892,0.03974747234437276,0.9898604795797383,,,,,,
89211.45073705139,1,0.9991726776814368,0.4749865843092841,0.29871969262272957,89211.45073705139-0,-12.019470036494113,31.619960883063726,188.93635859794588,20.392221280291523,14.202028300991644,-20.496233476802963,-0.15242494364446169,0.08191264584981453,0.984914694278071,,,,,,
89211.45212805139,1,0.9980662944958308,0.48305351847760597,0.3758732584158988,89211.45212805139-1,-9.158364969019871,17.408189286127097,181.40118843462648,-38.127396233431355,8.800025703062884,-29.080657528214502,0.13623488249210194,0.04048227030816337,0.9898491009154176,,,,,,
89211.45875805138,1,0.9993042628779772,0.4746960268007145,0.29751910162920103,89211.45875805138-0,-12.105974876289274,31.828316708075548,188.90551898996856,20.392221280291523,14.202028300991644,-20.496233476802963,-0.1528317565812467,0.08289249674914034,0.9847696624911761,,,,,,
89211.45970405138,1,0.9965443196569183,0.48367218183730437,0.3754901646560671,89211.45970405138-1,-8.982717615948545,17.46826242165146,181.37447335024737,-38.127396233431355,8.800025703062884,-29.080657528214502,0.1370609127548094,0.04076478084448054,0.9897234658416061,,,,,,
89211.46771305139,2,0.985713421465034,0.48372793513197543,0.3755363395320034,89211.46771305139-1,-8.966856091722036,17.46035963417819,181.3726015281415,-38.127396233431355,8.800025703062884,-29.080657528214502,0.13713550595985718,0.04072761580043904,0.9897146630803983,,,,,,
89211.47071305139,2,0.9820310225427713,0.475356291219909,0.2986971082295119,89211.47071305139-0,-11.910706525597476,31.62557415928167,188.95269499380998,20.392221280291523,14.202028300991644,-20.496233476802963,-0.15191345314996818,0.08193904383388814,0.9849915206983464,,,,,,
89211.47570405138,2,0.9893124422278785,0.4837333967577571,0.3756756630053636,89211.47570405138-1,-8.965243517020738,17.43734328545999,181.37332396541734,-38.127396233431355,8.800025703062884,-29.080657528214502,0.13714308953843582,0.04061937505416052,0.9897180605415175,,,,,,
89211.47900005139,2,0.9969967255417012,0.4750777505999754,0.2982038689815928,89211.47900005139-0,-11.993080605568778,31.710455306101196,188.93289519961778,20.392221280291523,14.202028300991644,-20.496233476802963,-0.1523008400460938,0.08233822090533416,0.9848984066894407,,,,,,
89211.48371305138,2,0.9962233321483673,0.48345891198469726,0.3761706635819896,89211.48371305138-1,-9.043020509869308,17.35705816476326,181.38736621129905,-38.127396233431355,8.800025703062884,-29.080657528214502,0.136777321716081,0.0402418120668398,0.9897840980869279,,,,,,
