gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
76112.425307,0,0.0,100.0,100.0,76112.425307-0,-299.6721919317215,9.964815068964946,24.39601286889224,-299.6721919317215,9.964815068964946,24.39601286889224,0.0,0.0,0.0,,,,,,
76112.430263,0,0.999897305541102,0.48654597710729375,0.37442877509636885,76112.430263-1,-17.539422390750744,37.857948005374794,389.2457950089865,-320.77091362970094,-1.1199250879139964,-6.394683367691004,0.6064629824779003,0.07795574618657752,0.791280956753355,,,,,,
76112.433376,0,0.0,100.0,100.0,76112.433376-0,-299.6721919317215,9.964815068964946,24.39601286889224,-299.6721919317215,9.964815068964946,24.39601286889224,0.0,0.0,0.0,,,,,,
76112.438332,0,0.9996216998484041,0.4866987256842911,0.37445002564003727,76112.438332-1,-17.443708513314917,37.84300137451939,389.1738909626838,-320.77091362970094,-1.1199250879139964,-6.394683367691004,0.606654410232772,0.07792585292486676,0.7911371486607495,,,,,,
76112.441445,1,0.0,100.0,100.0,76112.441445-0,-299.6721919317215,9.964815068964946,24.39601286889224,-299.6721919317215,9.964815068964946,24.39601286889224,0.0,0.0,0.0,,,,,,
76112.446401,1,0.9999028637662727,0.4866600434102729,0.3749698526313888,76112.446401-1,-17.46796122127033,37.6618602842033,389.2102864995752,-320.77091362970094,-1.1199250879139964,-6.394683367691004,0.6066059048168613,0.07756357074423453,0.7912099397345324,,,,,,
76112.449514,1,0.0,100.0,100.0,76112.449514-0,-299.6721919317215,9.964815068964946,24.39601286889224,-299.6721919317215,9.964815068964946,24.39601286889224,0.0,0.0,0.0,,,,,,
76112.45447,1,0.9995992445591364,0.4869205317791282,0.3736406905504126,76112.45447-1,-17.304761479226016,38.117032629483504,389.0402109550891,-320.77091362970094,-1.1199250879139964,-6.394683367691004,0.6069323043009498,0.07847391543479498,0.7908697886455602,,,,,,
76112.457583,1,0.0,100.0,100.0,76112.457583-0,-299.6721919317215,9.964815068964946,24.39601286889224,-299.6721919317215,9.964815068964946,24.39601286889224,0.0,0.0,0.0,,,,,,
76112.462539,1,0.9997414477311082,0.4869463978563674,0.3739995010096572,76112.462539-1,-17.28857765214144,37.98947206828959,389.040427369434,-320.77091362970094,-1.1199250879139964,-6.394683367691004,0.6069646719551189,0.07821879431240714,0.79087022147425,,,,,,
