gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
9002.632321500001,0,0.9781799997252366,0.5327729056048436,0.7708804941148801,9002.631873-0 9002.63277-1,5.612038814801052,-55.279097464844895,206.07804504874878,19.982763215832296,14.97237927607041,-20.081840930059126,-0.061665518520331794,-0.33291442189217746,0.9409385482175853,-40.91979043777054,15.132742258724287,-14.595375263136333,0.19794200289131064,-0.26076269993698603,0.9448924689153526
9002.636355999999,0,0.9975733822794972,0.5329072687823999,0.7715508488465739,9002.639942-0 9002.63277-1,5.662835646916593,-55.47469745572353,206.29732140946376,19.982763215832296,14.97237927607041,-20.081840930059126,-0.061399932744391025,-0.333879233513703,0.9406140046200077,-40.91979043777054,15.132742258724287,-14.595375263136333,0.19794200289131064,-0.26076269993698603,0.9448924689153526
9002.640391,0,0.9930974620668406,0.5328894978584093,0.7715677061599673,9002.639942-0 9002.64084-1,5.6587675331870875,-55.4952733087582,206.3611810399482,19.982763215832296,14.97237927607041,-20.081840930059126,-0.061399932744391025,-0.333879233513703,0.9406140046200077,-40.91979043777054,15.132742258724287,-14.595375263136333,0.1978707270347853,-0.26077044302368807,0.9449052605568222
9002.644425499999,0,0.9930974620668406,0.5329226623007787,0.7708782358842713,9002.648011-0 9002.64084-1,5.671253333917557,-55.37741974448413,206.4453067017997,19.982763215832296,14.97237927607041,-20.081840930059126,-0.06131845554980485,-0.33278620096053735,0.941006584174224,-40.91979043777054,15.132742258724287,-14.595375263136333,0.1978707270347853,-0.26077044302368807,0.9449052605568222
9002.64846,1,0.970361767877331,0.5329610044890248,0.7704474742626526,9002.648011-0 9002.648909-1,5.680744899297574,-55.26386007225173,206.3487544682032,19.982763215832296,14.97237927607041,-20.081840930059126,-0.06131845554980485,-0.33278620096053735,0.941006584174224,-40.91979043777054,15.132742258724287,-14.595375263136333,0.19801857801152478,-0.26011610057194834,0.9450546317465138
9002.6524945,1,0.970361767877331,0.5328880023703951,0.7704569118768779,9002.65608-0 9002.648909-1,5.653150260170567,-55.230219188259156,206.21645923788654,19.982763215832296,14.97237927607041,-20.081840930059126,-0.06146973014392615,-0.33284382870800416,0.9409763323097087,-40.91979043777054,15.132742258724287,-14.595375263136333,0.19801857801152478,-0.26011610057194834,0.9450546317465138
9002.656529,1,0.9970711170332754,0.5329232397799867,0.7707656515025711,9002.65608-0 9002.656978-1,5.660584844620732,-55.24964593503388,206.0543315940853,19.982763215832296,14.97237927607041,-20.081840930059126,-0.06146973014392615,-0.33284382870800416,0.9409763323097087,-40.91979043777054,15.132742258724287,-14.595375263136333,0.19816504077767122,-0.260654080077623,0.9448756887297255
9002.660563500001,1,0.9970711170332754,0.5330032418153369,0.7709774826724626,9002.664149-0 9002.656978-1,5.690830403624386,-55.32964580619951,206.1913597023927,19.982763215832296,14.97237927607041,-20.081840930059126,-0.06130809137048823,-0.33312665050578727,0.9408867905626608,-40.91979043777054,15.132742258724287,-14.595375263136333,0.19816504077767122,-0.260654080077623,0.9448756887297255
9002.664598,1,0.9784452210852472,0.5327783941962283,0.7715171246121963,9002.664149-0 9002.665047-1,5.638714321083628,-55.64762783365728,206.96690021643445,19.982763215832296,14.97237927607041,-20.081840930059126,-0.06130809137048823,-0.33312665050578727,0.9408867905626608,-40.91979043777054,15.132742258724287,-14.595375263136333,0.19726792451602487,-0.2612795267553181,0.9448906682022307
9002.668632500001,1,0.9784452210852472,0.5325266429492109,0.7717229963633502,9002.672218-0 9002.665047-1,5.543509388353926,-55.56435473611036,206.5026836630107,19.982763215832296,14.97237927607041,-20.081840930059126,-0.06183294876935928,-0.3335949477480832,0.9406865031897931,-40.91979043777054,15.132742258724287,-14.595375263136333,0.19726792451602487,-0.2612795267553181,0.9448906682022307
