-10.733,0
-10.625,-0.17294
-10.737,0.21049
-10.29,0.43571
-10.418,0.75448
-9.9743,0.90928
-10.116,1.1653
-9.7372,1.3173
-9.8926,1.5028
-9.5213,1.5955
-9.6838,1.7135
-9.3592,1.7607
-9.5216,1.8091
-9.1936,1.7845
-9.3615,1.7612
-9.0337,1.6655
-9.2119,1.5673
-8.8874,1.3773
-9.0695,1.2065
-8.6888,0.92836
-8.8898,0.65645
-8.5455,0.31801
-8.7623,-0.018294
-8.4073,-0.43762
-8.629,-0.85411
-8.2658,-1.3563
-8.4997,-1.8885
-8.1354,-2.4929
-8.3689,-3.0942
-7.9943,-3.7849
-8.2346,-4.4703
-7.851,-5.2586
-8.0987,-6.0356
-7.7053,-6.9176
-7.9669,-7.788
-7.5629,-8.7672
-7.8189,-9.7312
-7.4068,-10.826
-7.6739,-11.907
-7.2523,-13.103
-7.5305,-14.274
-7.0983,-15.567
-7.3876,-16.82
-6.9534,-18.219
-7.23,-19.609
-6.7783,-21.089
-7.0812,-22.513
-6.6195,-24.067
-6.9428,-25.551
-6.4743,-27.165
-6.8158,-28.69
-6.3296,-30.34
-6.7039,-31.889
-6.2501,-33.609
-6.6278,-35.222
-6.1613,-36.928
-6.5615,-38.486
-6.0681,-40.158
-6.48,-41.676
-5.9813,-43.299
-6.4144,-44.814
-5.8224,-46.374
-6.2874,-47.787
-5.7741,-49.267
-6.1869,-50.67
-5.6704,-52.048
-6.1024,-53.408
-5.5928,-54.683
-6.0569,-55.962
-5.5462,-57.115
-5.9956,-58.228
-5.5032,-59.263
-5.9451,-60.233
-5.479,-61.155
-5.8014,-62.061
-5.3864,-62.868
-5.7623,-63.668
-5.3913,-64.363
-5.829,-65.046
-5.5162,-65.61
-5.9419,-66.183
-5.6711,-66.642
-6.1574,-67.12
-5.9325,-67.567
-6.4901,-68.022
-6.3178,-68.357
-6.9265,-68.701
-6.8035,-68.935
-7.476,-69.141
-7.3878,-69.283
-8.0396,-69.4
-7.9947,-69.428
-8.9878,-69.5
-9.0473,-69.395
-10.014,-69.372
-10.074,-69.186
-10.925,-69.053
-10.598,-68.821
-11.437,-68.608
-11.066,-68.287
-11.93,-67.989
-11.544,-67.589
-12.188,-67.969
-11.672,-67.529
-12.287,-67.856
-11.875,-67.593
-12.495,-67.89
-12.068,-67.581
-12.674,-67.847
-12.202,-67.52
-12.769,-67.76
-12.477,-67.415
-13.034,-67.63
-12.701,-67.264
-13.264,-67.461
-12.897,-67.073
-13.451,-67.244
-13.406,-67.272
-14.005,-67.499
-13.998,-67.534
-14.638,-67.763
-14.01,-67.703
-14.616,-67.94
-14.01,-67.962
-15.313,-67.988
-14.728,-68.014
-16.068,-68.029
-15.454,-68.06
-16.622,-68.145
-16.512,-68.42
-17.684,-68.565
-17.551,-68.824
