2160.4,461.83,1593.5
2146.8,462.02,1594.6
2133.4,462.23,1595.8
2119.9,462.46,1596.9
2106.6,462.71,1598
2093.3,462.97,1599.1
2080,463.26,1600.2
2066.8,463.56,1601.3
2053.7,463.88,1602.4
2040.6,464.21,1603.5
2027.6,464.57,1604.6
2014.6,464.94,1605.7
2001.7,465.33,1606.8
1988.9,465.74,1607.8
1976.1,466.17,1608.9
1963.3,466.61,1609.9
1950.6,467.07,1611
1938,467.55,1612
1925.4,468.05,1613.1
1912.9,468.56,1614.1
1900.5,469.09,1615.2
1888,469.64,1616.2
1875.7,470.21,1617.2
1863.4,470.79,1618.2
1851.2,471.39,1619.3
1839,472,1620.3
1826.8,472.64,1621.3
1814.8,473.29,1622.3
1802.8,473.95,1623.3
1790.8,474.64,1624.2
1778.9,475.34,1625.2
1767,476.05,1626.2
1755.3,476.78,1627.2
1743.5,477.53,1628.2
1731.8,478.3,1629.1
1720.2,479.08,1630.1
1708.6,479.88,1631
1697.1,480.69,1632
1685.7,481.52,1632.9
1674.3,482.37,1633.9
1662.9,483.23,1634.8
1651.6,484.11,1635.7
1640.4,485.01,1636.7
1629.2,485.92,1637.6
1618.1,486.84,1638.5
1607,487.78,1639.4
1596,488.74,1640.3
1585,489.71,1641.2
1574.1,490.7,1642.1
1563.2,491.7,1643
1552.4,492.72,1643.9
1541.7,493.76,1644.8
1531,494.81,1645.6
1520.4,495.87,1646.5
1509.8,496.95,1647.4
1499.3,498.05,1648.2
1488.8,499.16,1649.1
1478.4,500.28,1650
1468,501.42,1650.8
1457.7,502.58,1651.6
1447.5,503.74,1652.5
1437.3,504.93,1653.3
1427.2,506.13,1654.2
1417.1,507.34,1655
1407,508.57,1655.8
1397.1,509.81,1656.6
1387.1,511.06,1657.4
1377.3,512.34,1658.2
1367.5,513.62,1659
1357.7,514.92,1659.8
1348,516.23,1660.6
1338.4,517.56,1661.4
1328.8,518.9,1662.2
1319.2,520.26,1663
1309.7,521.62,1663.7
1300.3,523.01,1664.5
1290.9,524.4,1665.3
1281.6,525.81,1666
1272.3,527.24,1666.8
1263.1,528.67,1667.5
1254,530.12,1668.3
1244.9,531.59,1669
1235.8,533.07,1669.8
1226.8,534.56,1670.5
1217.9,536.06,1671.2
1209,537.58,1671.9
1200.2,539.11,1672.7
1191.4,540.65,1673.4
1182.7,542.21,1674.1
1174,543.78,1674.8
1165.4,545.36,1675.5
1156.8,546.95,1676.2
1148.3,548.56,1676.9
1139.8,550.18,1677.5
1131.4,551.82,1678.2
1123.1,553.46,1678.9
1114.8,555.12,1679.6
1106.6,556.79,1680.3
1098.4,558.47,1680.9
1090.2,560.17,1681.6
1082.2,561.87,1682.2
1074.1,563.59,1682.9
1066.2,565.32,1683.5
1058.2,567.07,1684.2
1050.4,568.82,1684.8
1042.6,570.59,1685.4
1034.8,572.37,1686.1
1027.1,574.16,1686.7
1019.4,575.96,1687.3
1011.8,577.78,1687.9
1004.3,579.6,1688.5
996.81,581.44,1689.1
989.37,583.29,1689.7
981.99,585.15,1690.3
974.66,587.02,1690.9
967.38,588.91,1691.5
960.15,590.8,1692.1
952.98,592.71,1692.7
945.86,594.62,1693.3
938.8,596.55,1693.8
931.79,598.49,1694.4
924.83,600.44,1695
917.92,602.4,1695.5
911.07,604.37,1696.1
904.27,606.35,1696.6
897.52,608.34,1697.2
890.83,610.35,1697.7
884.19,612.36,1698.3
877.6,614.38,1698.8
871.07,616.42,1699.3
864.58,618.46,1699.8
858.15,620.52,1700.4
851.78,622.58,1700.9
845.45,624.66,1701.4
839.18,626.75,1701.9
832.96,628.84,1702.4
826.8,630.95,1702.9
820.68,633.06,1703.4
814.62,635.19,1703.9
808.62,637.32,1704.4
802.66,639.47,1704.9
796.76,641.62,1705.3
790.91,643.79,1705.8
785.11,645.96,1706.3
779.36,648.14,1706.8
773.67,650.34,1707.2
